Protein IDs,Majority protein IDs,Protein names,Gene names,Lead gene name,id,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,MS/MS count,Minus_log10_Pvalue,Log2FC,Median Normalized Intensity Cont1,Median Normalized Intensity Cont2,Median Normalized Intensity Cont3,Median Normalized Intensity Cont4,Median Normalized Intensity Cont5,Median Normalized Intensity Cont6,Median Normalized Intensity KD1,Median Normalized Intensity KD2,Median Normalized Intensity KD3,Median Normalized Intensity KD4,Median Normalized Intensity KD5,Median Normalized Intensity KD6
P61225,P61225,Ras-related protein Rap-2b,RAP2B,RAP2B,2632,6,2,2,41.5,15.3,15.3,20.504,0,8.8872,38,0.465851368,0.12380742,-1.33357513,-1.017902017,-1.569061637,-1.352951884,-1.435267687,-1.43671,-1.198073745,-1.408908129,-1.345308185,-1.463751554,-1.188632488,-0.797949731
P61247;D6RG13;D6RAT0;E9PFI5;H0Y8L7;D6RB09;H0Y9Y4;D6RAS7;D6R9B6;D6RED7;D6RI02;D6RGE0,P61247;D6RG13;D6RAT0;E9PFI5;H0Y8L7;D6RB09;H0Y9Y4;D6RAS7;D6R9B6,40S ribosomal protein S3a,RPS3A,RPS3A,2633,18,18,18,67.4,67.4,67.4,29.945,0,321.3,532,0.089675839,-0.017909288,6.191436291,6.433681965,6.512650013,6.375281334,6.409950733,6.626171112,6.413209438,6.331406116,6.524961948,6.23562479,6.437729359,6.498784065
P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4;J3KSS0,P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4,60S ribosomal protein L26,RPL26,RPL26,2634,12,12,4,41.4,41.4,13.8,17.258,0,14.289,127,0.040392494,0.021457354,3.717455864,4.145123005,4.381289959,4.071398735,3.848811388,4.095803738,3.853763819,4.183329582,4.771977425,3.664705992,3.813401461,4.101448536
P61266,P61266,Syntaxin-1B,STX1B,STX1B,2635,15,15,14,49.7,49.7,47.2,33.244,0,146.48,345,0.097136744,-0.026471376,4.507750988,4.912035942,4.748207092,4.382390976,4.551730633,4.551451206,4.576234818,4.600553036,4.280202389,4.669933796,4.613745689,4.754068851
P61313;A0A2R8YEM3;E7EQV9;E7ENU7;E7EX53;A0A2R8Y738;E7ERA2,P61313;A0A2R8YEM3;E7EQV9;E7ENU7;E7EX53;A0A2R8Y738,60S ribosomal protein L15;Ribosomal protein L15,RPL15,RPL15,2636,12,12,12,46.6,46.6,46.6,24.146,0,34.613,302,1.304337602,-0.282102744,5.118443012,5.656767845,5.81545496,5.824765205,5.426025391,5.821701527,5.175969124,5.478601933,5.455233574,5.259803772,5.301112175,5.2998209
P61326;Q96A72;F5H6P7;F5H6N1;F5H3U9,P61326;Q96A72;F5H6P7,Protein mago nashi homolog;Protein mago nashi homolog 2,MAGOH;MAGOHB,MAGOH,2637,9,9,9,61.6,61.6,61.6,17.163,0,123.5,188,1.016239063,0.114148895,2.911322117,3.011757612,2.919705153,3.097720861,3.172711372,3.140292406,3.115976095,3.050159216,3.23348999,3.032189131,3.262722015,3.243866444
P61353;K7ELC7;K7EQQ9;K7ERY7,P61353;K7ELC7,60S ribosomal protein L27,RPL27,RPL27,2638,8,8,8,47.1,47.1,47.1,15.798,0,14.61,220,0.395016494,0.101769447,4.266677856,4.626896381,4.763004303,4.470404148,4.522091866,4.74897337,4.626846313,4.705513954,4.908020496,4.361432076,4.512323856,4.894527912
P61586;C9JNR4;C9JX21;C9JRM1,P61586;C9JNR4;C9JX21,Transforming protein RhoA,RHOA,RHOA,2639,12,12,4,75.6,75.6,32.6,21.768,0,250.42,430,1.161103305,0.145777146,4.563982964,4.758467197,4.672287941,4.428604126,4.556747913,4.766135216,4.769767284,4.7605896,4.551635265,4.865500927,4.814833641,4.858561516
P61601;E5RIZ1;E5RGA9;P84074;P37235,P61601;E5RIZ1;E5RGA9;P84074;P37235,Neurocalcin-delta;Neuron-specific calcium-binding protein hippocalcin;Hippocalcin-like protein 1,NCALD;HPCA;HPCAL1,NCALD,2640,2,2,2,10.4,10.4,10.4,22.245,0,4.5556,32,0.710414548,0.587687316,-1.643977642,-0.981988668,-2.386231661,-2.385857821,-0.821126521,-3.051770687,-1.223193765,-1.253866315,NaN,-1.217239738,-1.840600014,-0.919124424
P61604;B8ZZL8;B8ZZ54,P61604;B8ZZL8;B8ZZ54,"10 kDa heat shock protein, mitochondrial",HSPE1,HSPE1,2641,7,4,4,63.7,35.3,35.3,10.932,0,15.907,54,0.91679623,-0.485099236,3.236993313,2.443372488,2.861909628,2.856776953,2.751770258,2.149946213,2.547458172,1.590604663,1.549447656,2.888228416,2.783074617,2.031359911
P61758,P61758,Prefoldin subunit 3,VBP1,VBP1,2642,13,13,13,50.8,50.8,50.8,22.626,0,41.548,129,0.547259966,0.148655613,2.426232815,2.085500479,2.310182095,1.912388563,2.341569662,2.362012863,2.460701704,2.414074183,1.910299778,2.658945084,2.501099586,2.384699821
P61764;A0A1B0GWF2;A0A1B0GVQ5;A0A0D9SG72;A0A2R8Y5D4;A0A1B0GW76;A0A0D9SFQ7;A0A0D9SFW6;A0A0D9SEP9;A0A0D9SEH5;A0A096LP33;A0A1B0GTD8;A0A1B0GVV9,P61764;A0A1B0GWF2;A0A1B0GVQ5;A0A0D9SG72;A0A2R8Y5D4;A0A1B0GW76,Syntaxin-binding protein 1,STXBP1,STXBP1,2643,40,40,3,71.5,71.5,3.9,67.568,0,323.31,1217,2.055195604,-0.230767409,6.691094398,6.665066242,6.701791763,6.586421013,6.535105228,6.669252396,6.161270142,6.510386944,6.28570652,6.551822186,6.559360504,6.395580292
P61956;A8MUA9;A8MU27;Q6EEV6;P55854,P61956;A8MUA9;A8MU27;Q6EEV6;P55854,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 4;Small ubiquitin-related modifier 3,SUMO2;SUMO3;SUMO4,SUMO2,2644,2,2,2,23.2,23.2,23.2,10.871,0,4.3627,27,1.629582361,0.235519866,1.410113573,1.58249402,1.375453353,1.33701992,1.657598495,1.491352916,2.014802933,1.670130968,1.580253243,1.532010555,1.661696076,1.808257699
P61960;H0Y614,P61960;H0Y614,Ubiquitin-fold modifier 1,UFM1,UFM1,2645,4,4,4,68.2,68.2,68.2,9.1175,0,39.772,60,1.229352112,0.381798142,0.467259765,0.000664904,0.156543106,-0.005694304,-0.075111851,-0.426815242,0.402244568,0.905987918,0.578778386,0.270762563,-0.073855326,0.323717117
P61962;A0A087WWI6,P61962,DDB1- and CUL4-associated factor 7,DCAF7,DCAF7,2646,7,7,7,26,26,26,38.926,0,137.72,109,0.41816215,0.166064262,1.453164339,1.725362897,1.47577095,1.623773932,1.571546793,1.913337708,1.932416558,1.553030133,2.202915907,1.16182065,1.685318708,2.223840237
P61964;V9GYQ5;V9GZ59,P61964,WD repeat-containing protein 5,WDR5,WDR5,2647,6,6,6,29.6,29.6,29.6,36.588,0,22.524,31,0.652543367,0.295837127,0.031364169,0.504352748,0.63045603,0.399955213,0.341554254,-0.343654573,0.578446031,-0.167954192,1.144514322,0.67522192,0.4379825,0.670840025
P61970;H3BRV9,P61970;H3BRV9,Nuclear transport factor 2,NUTF2,NUTF2,2648,5,5,5,69.3,69.3,69.3,14.478,0,22.064,44,0.358070882,0.244438062,2.117509604,0.906763196,1.234947443,1.90455091,1.034495354,0.885371566,1.800547242,2.10851717,1.391933084,0.923521817,2.174617529,1.151129603
P61978;S4R457;S4R359,P61978,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,HNRNPK,2649,28,28,7,66.3,66.3,19,50.976,0,323.31,1453,0.198243828,0.014231046,7.366108418,7.390285015,7.346886158,7.412947655,7.306485176,7.364814758,7.411446095,7.290534019,7.329747677,7.381608486,7.39844799,7.461129189
P61981,P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,YWHAG,2650,18,16,14,74.5,71.3,64.8,28.302,0,323.31,594,0.009982701,0.002384504,6.880282402,7.175611019,7.124339581,7.111217022,6.964240551,7.065170288,6.97840929,6.895683765,7.247704506,7.2862463,6.968631268,6.958492756
P62081;A0A2R8Y623;B5MCP9,P62081;A0A2R8Y623;B5MCP9,40S ribosomal protein S7,RPS7,RPS7,2651,13,13,13,69.1,69.1,69.1,22.127,0,49.456,391,0.726301921,-0.149504264,4.504422665,4.857301712,4.96636343,4.849161625,4.759915829,4.974581242,4.69981432,4.296386719,4.806458473,4.653533936,4.751847744,4.806679726
P62136;E9PMD7;H0Y3Y6;F5H1L6;F5H037;F8WE71;F8W1A0;F8W0V8,P62136;E9PMD7,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase,PPP1CA,PPP1CA,2652,20,8,6,68.2,33.9,23,37.512,0,117.43,267,2.367483367,0.285089691,3.410824776,3.324171305,3.284142733,3.093949318,3.294651508,3.319019318,3.423446178,3.690546274,3.365148306,3.532166719,3.661313057,3.764676571
P62140;E7ETD8;C9J9S3;C9JP48,P62140;E7ETD8,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase,PPP1CB,PPP1CB,2653,22,22,10,72.8,72.8,40.7,37.186,0,323.31,569,0.261020813,-0.039662361,4.992346287,4.92987442,4.78458643,4.872327805,4.876644611,5.056943417,4.733175755,4.914832115,4.715023518,4.957015038,4.997236729,4.957465649
P62166,P62166,Neuronal calcium sensor 1,NCS1,NCS1,2654,5,5,5,40.5,40.5,40.5,21.878,0,9.5178,22,0.043166262,0.055315425,-3.113652706,-1.441410065,-0.922296643,-0.636203468,-0.523929119,-1.188605666,-1.83462584,-0.740353286,-1.664258599,-1.57345736,-1.318537474,-0.362972558
P62191;G3V4X1,P62191,26S protease regulatory subunit 4,PSMC1,PSMC1,2655,22,22,22,53.2,53.2,53.2,49.184,0,323.31,594,0.332639747,0.071009477,4.937699795,5.206954956,5.220691681,5.001878262,5.072185993,5.072929382,5.135978699,5.414857864,5.294251442,4.839385986,5.051563263,5.202359676
P62195;J3QSA9;J3KRP2;J3QQM1;J3QLH6;J3QRW1;J3QSE0;J3QRR3;J3KTQ9,P62195;J3QSA9;J3KRP2;J3QQM1;J3QLH6,26S protease regulatory subunit 8,PSMC5,PSMC5,2656,27,27,26,62.3,62.3,59.4,45.626,0,314.86,563,0.048357164,0.013497114,5.339323997,5.166785717,5.558152676,5.162309647,5.586293221,5.376484871,5.189751625,5.650526524,5.288519859,5.360500813,5.318697453,5.46233654
P62241;Q5JR95,P62241;Q5JR95,40S ribosomal protein S8,RPS8,RPS8,2657,12,12,12,58.2,58.2,58.2,24.205,0,222.75,402,0.361170893,0.093291759,5.124494553,5.335436821,5.522696018,5.523891449,5.26089716,5.290817738,5.259581566,5.419532776,5.631803513,5.184379578,5.328292847,5.794394016
P62244;I3L3P7;I3L246;H3BN98;H3BV27;H3BT37;I3L303;H3BVC7,P62244;I3L3P7;I3L246;H3BN98,40S ribosomal protein S15a,RPS15A,RPS15A,2658,7,7,7,59.2,59.2,59.2,14.839,0,20.246,166,0.481610859,0.070339044,4.235044003,4.29268074,4.415373325,4.283182621,4.297979832,4.260667801,4.273793221,4.402439117,4.526404381,4.199350834,4.234918594,4.570056438
P62253;I3L0Q0;I3L2Q4,P62253,"Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed",UBE2G1,UBE2G1,2659,3,3,3,21.2,21.2,21.2,19.509,0,7.0734,10,0.899397993,-0.262403155,-1.169796705,-0.459701777,-0.380768687,-0.768847704,-0.701227963,-0.533257723,-1.000360489,-0.672180831,-1.124501705,-0.576737761,-1.244281054,-0.96995765
P62258;B4DJF2;I3L3T1;K7EIT4;K7EM20;I3L0W5,P62258;B4DJF2;I3L3T1,14-3-3 protein epsilon,YWHAE,YWHAE,2660,26,26,24,78.4,78.4,75.3,29.174,0,323.31,992,0.664992614,-0.182830811,7.184787273,7.515973091,7.353381634,7.231798172,7.394928455,7.021132469,7.524222851,7.112051964,6.627694607,7.012921333,7.119159698,7.208965778
P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7,P62266;D6RD47,40S ribosomal protein S23,RPS23,RPS23,2661,8,8,8,49.7,49.7,49.7,15.807,0,44.746,137,0.050392184,0.033345302,3.960345507,4.506640434,4.981532574,4.442518234,3.842901468,3.885338068,3.804852247,4.258058071,4.889860153,4.458308697,4.289026737,4.119242191
P62269;A0A0G2JQH2;Q5GGW2;J3JS69,P62269,40S ribosomal protein S18,RPS18,RPS18,2662,11,11,11,57.9,57.9,57.9,17.718,0,53.652,296,0.408051315,0.126550277,4.951032639,5.311979771,5.144981861,5.424161911,5.405661583,5.291722775,5.171197414,5.453329563,5.838737488,5.153069973,5.089309216,5.583198547
P62277;J3KMX5;E9PS50,P62277;J3KMX5,40S ribosomal protein S13,RPS13,RPS13,2663,12,12,12,50.3,50.3,50.3,17.222,0,40.567,314,0.558194111,0.107247194,4.865325928,5.168982506,4.91587162,4.88861084,5.000107765,5.063528538,5.058653355,5.172224045,5.016644955,4.774132252,5.36151886,5.162736893
P62280;M0QZC5;M0R1H6;M0R1H5,P62280;M0QZC5,40S ribosomal protein S11,RPS11,RPS11,2664,14,14,14,53.8,53.8,53.8,18.431,0,134.04,365,0.230168056,-0.059501648,5.344717503,5.631834507,5.730911255,5.490033627,5.523403645,5.775028229,5.455946445,5.356449604,5.498220921,5.295811176,5.826581955,5.705908775
P62304;A6NHK2,P62304;A6NHK2,Small nuclear ribonucleoprotein E,SNRPE,SNRPE,2665,3,3,3,56.5,56.5,56.5,10.803,0,26.63,96,2.649311217,0.564529777,2.091826677,1.636972666,1.629579186,1.604684234,1.905911326,1.986613512,2.69174695,2.507154703,1.90561974,2.296252489,2.463177443,2.378814936
P62306,P62306,Small nuclear ribonucleoprotein F,SNRPF,SNRPF,2666,2,2,2,24.4,24.4,24.4,9.7251,0,37.294,72,0.058679752,0.016545395,0.875099957,1.174214005,1.017441392,0.649953544,1.021050811,0.906094313,1.114136457,0.689244807,0.798638999,0.998645663,1.104074597,1.038385868
P62310,P62310,U6 snRNA-associated Sm-like protein LSm3,LSM3,LSM3,2667,1,1,1,20.6,20.6,20.6,11.845,0,134.98,25,0.126559403,0.050094843,NaN,-2.450583696,-2.751153708,-2.485604286,NaN,-2.985129356,-2.302632809,-2.849230289,-2.874139071,-2.656550407,-2.4768188,-2.548766136
P62312,P62312,U6 snRNA-associated Sm-like protein LSm6,LSM6,LSM6,2668,4,4,4,42.5,42.5,42.5,9.1275,0.0009095,2.5863,20,2.304321385,0.265338987,0.697367847,0.882390916,0.88403523,0.739196777,0.605659544,0.699537098,0.916017473,1.211941361,1.127699256,1.067589998,0.945314765,0.831658483
P62314;J3QLI9;J3QLR7,P62314;J3QLI9,Small nuclear ribonucleoprotein Sm D1,SNRPD1,SNRPD1,2669,5,5,5,54.6,54.6,54.6,13.281,0,41.853,237,1.100615268,0.203974485,3.768151283,3.702395439,3.724711418,3.569537401,3.346236467,3.897255182,3.767725229,3.834265471,4.129505634,3.661371946,3.82104969,4.018216133
P62316;K7ERG4;K7EJB5,P62316;K7ERG4,Small nuclear ribonucleoprotein Sm D2,SNRPD2,SNRPD2,2670,9,9,9,61.9,61.9,61.9,13.527,0,62.924,255,1.486244628,0.265079657,4.530834675,4.846779823,5.10526371,4.831717014,4.756732941,5.15140295,5.211101055,5.001761913,5.132892132,4.997918606,5.143716335,5.325819016
P62318;H3BT13,P62318,Small nuclear ribonucleoprotein Sm D3,SNRPD3,SNRPD3,2671,3,3,3,31,31,31,13.916,0,128.04,187,0.661125534,0.347608725,2.820608616,3.275504827,2.308924675,3.402046204,3.308354378,3.550105572,3.448096275,3.569125891,3.860142231,3.66396594,3.63531065,2.574555635
P62330,P62330,ADP-ribosylation factor 6,ARF6,ARF6,2672,3,3,3,26.9,26.9,26.9,20.082,0,7.7474,65,0.073137726,-0.015811125,1.628930092,1.680029631,1.636908531,1.569944739,1.54522109,1.648363948,1.664526224,1.805746675,1.602017641,1.468731046,1.311174393,1.7623353
P62380;Q7Z6U1;Q7Z6U2;Q7Z6U0;Q7Z6T9,P62380;Q7Z6U1;Q7Z6U2,TATA box-binding protein-like protein 1,TBPL1,TBPL1,2673,5,5,5,36,36,36,20.886,0,109.53,53,0.171556252,0.086841708,-0.693129063,0.070337996,0.343295246,0.196574509,-0.007774577,-0.773608685,0.038531058,0.006873398,0.114042066,-0.204206258,-0.201143503,-0.097351082
P62424;Q5T8U2;Q5T8U3,P62424;Q5T8U2,60S ribosomal protein L7a,RPL7A,RPL7A,2674,19,19,19,58.3,58.3,58.3,29.995,0,174.16,501,0.055416409,0.021604379,5.429570198,6.156566143,6.072888851,5.773224354,5.894133568,6.116535187,6.064051151,5.785401344,5.945034504,5.678134918,5.856634617,6.24328804
P62487;E9PIU7;H0YEE4;E9PKH3,P62487,DNA-directed RNA polymerase II subunit RPB7,POLR2G,POLR2G,2675,4,4,4,34.3,34.3,34.3,19.294,0,21.565,32,0.641327636,-0.958319542,2.638287067,-1.08298552,-0.69941783,2.549022913,-0.607199669,-1.043200731,-0.498680562,-0.51181525,-0.69157511,-1.288019419,-0.800544381,-0.204776302
P62495;B7Z7P8;I3L492;D6RJE8;D6RCB3,P62495;B7Z7P8;I3L492,Eukaryotic peptide chain release factor subunit 1,ETF1,ETF1,2676,12,12,12,33.2,33.2,33.2,49.03,0,76.231,198,1.664114544,0.266529044,3.047042608,2.929519892,3.131277561,3.286346436,2.84011507,3.34439683,3.243030787,3.290231943,3.252826452,3.449496984,3.346194267,3.596092224
P62633,P62633,Cellular nucleic acid-binding protein,CNBP,CNBP,2677,7,7,7,45.2,45.2,45.2,19.463,0,74.633,150,0.752836181,-0.276617646,2.75122261,3.064387083,3.380251169,3.676675558,3.108235598,3.297843456,3.017080307,2.933442831,2.292401075,3.327548265,3.02925539,3.019181728
P62701,P62701,"40S ribosomal protein S4, X isoform",RPS4X,RPS4X,2678,22,22,10,61.2,61.2,35,29.597,0,158.13,483,0.04205587,0.013004144,6.096112728,6.512289047,6.737215519,6.42894125,6.381111622,6.602370739,6.452337742,6.459550381,6.665862083,6.309165955,6.309179306,6.639970303
P62714;E5RHC1;H0YC23;E7ESG8;E5RFI3;E5RHP4;H0YBN9;E5RJX4,P62714;E5RHC1,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP2CB,PPP2CB,2679,17,1,1,64.7,4.2,4.2,35.575,0,12.426,16,0.093707677,-0.043648551,-0.202241719,-0.721707523,-0.858471572,-1.048779011,-1.035320401,-0.886080146,-1.109767914,-1.127533555,-0.810103953,-0.511425793,-0.970095932,-0.48556453
P62745,P62745,Rho-related GTP-binding protein RhoB,RHOB,RHOB,2680,10,8,8,51.5,38.3,38.3,22.123,0,35.981,175,4.508152561,-0.483692447,2.921089649,3.307431221,3.352264166,3.093618631,3.240987778,3.211762428,2.71389246,2.654870272,2.724673271,2.70445776,2.645034552,2.782070875
P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7,P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7,60S ribosomal protein L23a,RPL23A,RPL23A,2681,10,10,10,50.6,50.6,50.6,17.695,0,36.411,201,0.072558558,0.033699473,4.110490799,4.504242897,4.58922863,4.257303238,4.203581333,4.172269821,4.468899727,4.275656223,4.913228035,3.884322882,4.028523922,4.468682766
P62753;A2A3R5;A2A3R7,P62753;A2A3R5,40S ribosomal protein S6,RPS6,RPS6,2682,11,11,11,32.9,32.9,32.9,28.68,0,102.13,325,0.635812294,0.177335421,5.177100182,4.953276157,5.335578442,5.438824654,5.277953625,4.774446011,5.237244606,5.428080082,4.920300007,5.428378105,5.429746628,5.577442169
P62805,P62805,Histone H4,HIST1H4A,HIST1H4A,2683,14,14,14,59.2,59.2,59.2,11.367,0,147.12,5462,3.434325291,0.439140161,10.34208965,10.6557169,10.52647495,10.60821819,10.52943039,10.47537327,10.83564758,10.87096691,11.15870953,10.80552292,10.89899921,11.20229816
P62820;E7END7,P62820;E7END7,Ras-related protein Rab-1A,RAB1A,RAB1A,2684,12,6,6,69.8,35.6,35.6,22.677,0,41.456,111,0.258614444,0.073290904,2.895148277,3.201745987,2.934555054,3.180562019,2.63596344,2.77335763,2.90770483,3.158135891,3.252542019,3.026263952,2.72083497,2.99559617
P62829;C9JD32;J3KT29;B9ZVP7;J3KTJ3;J3QQT9,P62829;C9JD32;J3KT29;B9ZVP7,60S ribosomal protein L23,RPL23,RPL23,2685,6,6,6,44.3,44.3,44.3,14.865,0,93.61,163,0.06626425,0.017837524,4.666977882,4.899834156,4.9427104,4.831009388,4.8542099,5.092068672,5.125576496,4.690720081,4.916802406,4.680811405,4.871111393,5.108813763
P62834;A0A075B6Q0,P62834;A0A075B6Q0,Ras-related protein Rap-1A,RAP1A,RAP1A,2686,11,2,2,73.4,22.8,22.8,20.987,0,4.3775,18,1.946635435,0.340430307,0.449945211,0.395777434,0.383206457,-0.030715108,0.226676926,0.389149994,0.808161318,0.762519598,0.748178601,0.339672118,0.4366602,0.761430919
P62851,P62851,40S ribosomal protein S25,RPS25,RPS25,2687,5,5,5,29.6,29.6,29.6,13.742,0,12.155,105,0.164161625,0.10231932,3.137105703,3.540062428,3.156543016,3.068614721,3.182535887,3.401248693,3.545058489,3.311207056,4.204468727,2.426180124,3.234898806,3.378213167
P62854;Q5JNZ5,P62854;Q5JNZ5,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,RPS26,2688,4,4,4,44.3,44.3,44.3,13.015,0,6.6604,75,0.079670661,-0.027500232,3.667126656,3.773211956,4.343909264,3.965574503,4.066073418,4.276918888,4.089235783,3.992212772,3.871445179,3.76561141,4.007339478,4.20196867
P62857,P62857,40S ribosomal protein S28,RPS28,RPS28,2689,3,3,3,36.2,36.2,36.2,7.8409,0,15.846,59,3.300712964,0.718228698,1.420644283,2.140746117,2.168339252,1.857500076,2.06242156,2.042650223,2.644873142,2.670194864,2.359213114,2.947032213,2.828788519,2.551571846
P62873;F6UT28;B1AKQ8;F6X3N5;B3KVK2,P62873;F6UT28;B1AKQ8;F6X3N5,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,GNB1,2690,18,18,10,71.5,71.5,41.2,37.377,0,323.31,965,0.112788197,0.021329721,7.500565529,7.862687111,7.793440819,7.588516712,7.784698963,7.736365318,7.677621841,7.797619343,7.720544815,7.703606129,7.590700626,7.904160023
P62877,P62877,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",RBX1,RBX1,2691,3,3,3,25,25,25,12.274,0,115.95,48,0.861400891,0.398043089,-0.676975906,0.573527455,0.636790633,0.199315295,0.749419391,0.205245584,0.785569131,0.1279172,0.878230929,0.621401787,0.660304129,1.002157807
P62879;E7EP32;C9JXA5;C9JIS1;C9JZN1,P62879;E7EP32;C9JXA5;C9JIS1;C9JZN1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,GNB2,2692,17,10,7,61.2,40,32.1,37.331,0,170.2,290,0.601731233,0.094968478,4.529314995,4.521503925,4.651792049,4.810903072,4.652328968,4.660521507,4.657592297,4.864220619,4.551895618,4.754608154,4.605004311,4.962854385
P62891;Q59GN2,P62891;Q59GN2,60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5,RPL39;RPL39P5,RPL39,2693,2,2,2,39.2,39.2,39.2,6.4066,0.00092272,2.7509,23,0.849562722,-0.190189578,0.046428125,-0.097011022,-0.107899979,0.156417817,-0.318886548,-0.374975711,-0.130049273,-0.149794281,-0.549230993,-0.296329051,-0.135870546,-0.575790644
P62906,P62906,60S ribosomal protein L10a,RPL10A,RPL10A,2694,11,11,11,41,41,41,24.831,0,41.644,291,1.06728583,0.147709846,5.075515747,5.41173172,5.255571842,5.165345192,5.346544266,5.439004421,5.429053783,5.317416191,5.503731251,5.262063026,5.464799881,5.602908134
P62913;Q5VVC8,P62913;Q5VVC8,60S ribosomal protein L11,RPL11,RPL11,2695,7,7,7,36,36,36,20.252,0,58.264,176,1.33129001,0.296726863,3.973024845,4.562964916,4.483397961,4.609331608,4.453434944,4.519344807,4.653826237,4.632280827,5.039113522,4.555273056,4.52628088,4.975085735
P62917;E9PKZ0;G3V1A1;E9PKU4;E9PP36,P62917;E9PKZ0;G3V1A1;E9PKU4,60S ribosomal protein L8,RPL8,RPL8,2696,13,13,13,47.5,47.5,47.5,28.024,0,106.92,278,0.554092257,-0.203503927,4.969770432,5.526382446,6.086390495,5.559794903,5.355371952,5.127170563,5.093441486,5.269073963,5.394801617,5.215801239,5.475571632,4.955167294
P62937;F8WE65;C9J5S7;E5RIZ5;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;P0DN37,P62937;F8WE65;C9J5S7,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,PPIA,2697,12,12,12,71.5,71.5,71.5,18.012,0,259.66,777,1.446879221,0.315009594,7.874217033,7.844427109,7.415875912,7.664247036,7.353361607,7.811704636,7.75400877,8.018744469,7.658899307,8.225071907,8.152448654,8.044717789
Q5W0X3;P62942;A0A087WZM5;Q1JUQ5,Q5W0X3;P62942;A0A087WZM5,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,FKBP1A,2698,3,3,3,31.1,31.1,31.1,11.424,0,31.753,59,0.832213711,-0.625921269,2.874046564,2.542740107,2.387207508,1.267852902,2.539978504,2.441534758,1.254491448,1.100592613,1.002608299,2.846981764,2.609167576,1.483991027
P62955,P62955,Voltage-dependent calcium channel gamma-7 subunit,CACNG7,CACNG7,2699,1,1,1,6.5,6.5,6.5,31.002,0,14.408,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P62979;P0CG48;F5H265;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;A0A2R8Y422;F5H388;B4DV12;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;P62987;P0CG47;M0R2S1;F5GZ39;M0R1M6;Q49A90;M0R1V7;J3QSA3,P62979;P0CG48;F5H265;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;A0A2R8Y422;F5H388;B4DV12;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;P62987;P0CG47,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin,RPS27A;UBC;UBB;UBA52,RPS27A,2700,9,9,9,52.6,52.6,52.6,17.965,0,165.08,480,2.059185683,0.286464691,5.601568699,5.792929649,5.693631172,5.688384533,5.652873993,5.663391113,6.031173706,6.185448647,5.628517151,5.979557991,5.843376637,6.143493176
P62993;J3KT38;J3QRL5;J3QLF6,P62993,Growth factor receptor-bound protein 2,GRB2,GRB2,2701,12,12,12,63.6,63.6,63.6,25.206,0,30.542,193,0.766595386,0.184909145,2.429495335,2.09311986,2.534421921,2.414649487,2.513407707,2.588584423,2.70887804,2.478693008,2.360666513,3.07196641,2.544075251,2.51885438
